Episode Number: 1533, Episode Reward: -12.0, Running Mean: -12.637701637797122
Episode Number: 1534, Episode Reward: -16.0, Running Mean: -12.671324621419151
Episode Number: 1535, Episode Reward: -15.0, Running Mean: -12.69461137520496
Episode Number: 1536, Episode Reward: -9.0, Running Mean: -12.65766526145291
Episode Number: 1537, Episode Reward: -8.0, Running Mean: -12.611088608838381
Episode Number: 1538, Episode Reward: -12.0, Running Mean: -12.604977722749997
Episode Number: 1539, Episode Reward: -16.0, Running Mean: -12.638927945522497
Episode Number: 1540, Episode Reward: -16.0, Running Mean: -12.672538666067272
Episode Number: 1541, Episode Reward: -19.0, Running Mean: -12.735813279406598
Episode Number: 1542, Episode Reward: -13.0, Running Mean: -12.738455146612532
Episode Number: 1543, Episode Reward: -15.0, Running Mean: -12.761070595146407
Episode Number: 1544, Episode Reward: -13.0, Running Mean: -12.763459889194943
Episode Number: 1545, Episode Reward: -17.0, Running Mean: -12.805825290302993
Episode Number: 1546, Episode Reward: -12.0, Running Mean: -12.797767037399963
Episode Number: 1547, Episode Reward: -7.0, Running Mean: -12.739789367025963
Episode Number: 1548, Episode Reward: -12.0, Running Mean: -12.732391473355703
Episode Number: 1549, Episode Reward: -8.0, Running Mean: -12.685067558622146
Episode Number: 1550, Episode Reward: -15.0, Running Mean: -12.708216883035925
Episode Number: 1551, Episode Reward: -19.0, Running Mean: -12.771134714205566
Episode Number: 1552, Episode Reward: -13.0, Running Mean: -12.773423367063511
Episode Number: 1553, Episode Reward: -11.0, Running Mean: -12.755689133392876
Episode Number: 1554, Episode Reward: -11.0, Running Mean: -12.738132242058946
Episode Number: 1555, Episode Reward: -16.0, Running Mean: -12.770750919638356
Episode Number: 1556, Episode Reward: -15.0, Running Mean: -12.793043410441973
Episode Number: 1557, Episode Reward: -14.0, Running Mean: -12.805112976337554
Episode Number: 1558, Episode Reward: -14.0, Running Mean: -12.817061846574179
Episode Number: 1559, Episode Reward: -16.0, Running Mean: -12.848891228108437
Episode Number: 1560, Episode Reward: -14.0, Running Mean: -12.860402315827352
Episode Number: 1561, Episode Reward: -13.0, Running Mean: -12.86179829266908
Episode Number: 1562, Episode Reward: -14.0, Running Mean: -12.87318030974239
Episode Number: 1563, Episode Reward: -13.0, Running Mean: -12.874448506644967
Episode Number: 1564, Episode Reward: -15.0, Running Mean: -12.895704021578517
Episode Number: 1565, Episode Reward: -11.0, Running Mean: -12.87674698136273
Episode Number: 1566, Episode Reward: -17.0, Running Mean: -12.917979511549103
Episode Number: 1567, Episode Reward: -7.0, Running Mean: -12.858799716433612
Episode Number: 1568, Episode Reward: -14.0, Running Mean: -12.870211719269276
Episode Number: 1569, Episode Reward: -19.0, Running Mean: -12.931509602076583
Episode Number: 1570, Episode Reward: -13.0, Running Mean: -12.932194506055817
Episode Number: 1571, Episode Reward: -13.0, Running Mean: -12.932872560995259
Episode Number: 1572, Episode Reward: -14.0, Running Mean: -12.943543835385306
Episode Number: 1573, Episode Reward: -11.0, Running Mean: -12.924108397031452
Episode Number: 1574, Episode Reward: -10.0, Running Mean: -12.894867313061138
Episode Number: 1575, Episode Reward: -13.0, Running Mean: -12.895918639930526
Episode Number: 1576, Episode Reward: -17.0, Running Mean: -12.936959453531221
Episode Number: 1577, Episode Reward: -11.0, Running Mean: -12.917589858995909
Episode Number: 1578, Episode Reward: -15.0, Running Mean: -12.93841396040595
Episode Number: 1579, Episode Reward: -16.0, Running Mean: -12.96902982080189
Episode Number: 1580, Episode Reward: -9.0, Running Mean: -12.929339522593871
Episode Number: 1581, Episode Reward: -13.0, Running Mean: -12.930046127367932
Episode Number: 1582, Episode Reward: -13.0, Running Mean: -12.930745666094253
Episode Number: 1583, Episode Reward: -20.0, Running Mean: -13.00143820943331
Episode Number: 1584, Episode Reward: -15.0, Running Mean: -13.021423827338976
Episode Number: 1585, Episode Reward: -12.0, Running Mean: -13.011209589065587
Episode Number: 1586, Episode Reward: -8.0, Running Mean: -12.96109749317493
Episode Number: 1587, Episode Reward: -19.0, Running Mean: -13.021486518243181
Episode Number: 1588, Episode Reward: -9.0, Running Mean: -12.98127165306075
Episode Number: 1589, Episode Reward: -12.0, Running Mean: -12.97145893653014
Episode Number: 1590, Episode Reward: -9.0, Running Mean: -12.93174434716484
Episode Number: 1591, Episode Reward: -15.0, Running Mean: -12.95242690369319
Episode Number: 1592, Episode Reward: -7.0, Running Mean: -12.89290263465626
Episode Number: 1593, Episode Reward: -13.0, Running Mean: -12.893973608309697
Episode Number: 1594, Episode Reward: -14.0, Running Mean: -12.9050338722266
Episode Number: 1595, Episode Reward: -19.0, Running Mean: -12.965983533504334
Episode Number: 1596, Episode Reward: -17.0, Running Mean: -13.00632369816929
Episode Number: 1597, Episode Reward: -17.0, Running Mean: -13.046260461187597
Episode Number: 1598, Episode Reward: -15.0, Running Mean: -13.06579785657572
Episode Number: 1599, Episode Reward: -12.0, Running Mean: -13.055139878009962
Episode Number: 1600, Episode Reward: -16.0, Running Mean: -13.084588479229863
Episode Number: 1601, Episode Reward: -11.0, Running Mean: -13.063742594437564
Episode Number: 1602, Episode Reward: -15.0, Running Mean: -13.083105168493189
Episode Number: 1603, Episode Reward: -4.0, Running Mean: -12.992274116808256
Episode Number: 1604, Episode Reward: -13.0, Running Mean: -12.992351375640174
Episode Number: 1605, Episode Reward: -8.0, Running Mean: -12.942427861883772
Episode Number: 1606, Episode Reward: -18.0, Running Mean: -12.993003583264933
Episode Number: 1607, Episode Reward: -20.0, Running Mean: -13.063073547432284
Episode Number: 1608, Episode Reward: -9.0, Running Mean: -13.02244281195796
Episode Number: 1609, Episode Reward: -13.0, Running Mean: -13.022218383838382
Episode Number: 1610, Episode Reward: -14.0, Running Mean: -13.031996199999998
Episode Number: 1611, Episode Reward: -11.0, Running Mean: -13.011676237999998
Episode Number: 1612, Episode Reward: -17.0, Running Mean: -13.051559475619998
Episode Number: 1613, Episode Reward: -9.0, Running Mean: -13.011043880863797
Episode Number: 1614, Episode Reward: -11.0, Running Mean: -12.990933442055159
Episode Number: 1615, Episode Reward: -5.0, Running Mean: -12.911024107634608
Episode Number: 1616, Episode Reward: -13.0, Running Mean: -12.911913866558264
Episode Number: 1617, Episode Reward: -15.0, Running Mean: -12.93279472789268
Episode Number: 1618, Episode Reward: -18.0, Running Mean: -12.983466780613753
Episode Number: 1619, Episode Reward: -17.0, Running Mean: -13.023632112807615
Episode Number: 1620, Episode Reward: -12.0, Running Mean: -13.013395791679537
Episode Number: 1621, Episode Reward: -11.0, Running Mean: -12.993261833762741
Episode Number: 1622, Episode Reward: -11.0, Running Mean: -12.973329215425112
Episode Number: 1623, Episode Reward: -9.0, Running Mean: -12.933595923270861
Episode Number: 1624, Episode Reward: -8.0, Running Mean: -12.884259964038153
Episode Number: 1625, Episode Reward: -15.0, Running Mean: -12.90541736439777
Episode Number: 1626, Episode Reward: -13.0, Running Mean: -12.906363190753794
Episode Number: 1627, Episode Reward: -15.0, Running Mean: -12.927299558846256
Episode Number: 1628, Episode Reward: -13.0, Running Mean: -12.928026563257793
Episode Number: 1629, Episode Reward: -17.0, Running Mean: -12.968746297625215
Episode Number: 1630, Episode Reward: -11.0, Running Mean: -12.949058834648962
Episode Number: 1631, Episode Reward: -16.0, Running Mean: -12.979568246302472
Episode Number: 1632, Episode Reward: -13.0, Running Mean: -12.979772563839449
Episode Number: 1633, Episode Reward: -9.0, Running Mean: -12.939974838201055
Episode Number: 1634, Episode Reward: -13.0, Running Mean: -12.940575089819045
Episode Number: 1635, Episode Reward: -10.0, Running Mean: -12.911169338920855
Episode Number: 1636, Episode Reward: -13.0, Running Mean: -12.912057645531647
Episode Number: 1637, Episode Reward: -17.0, Running Mean: -12.95293706907633
Episode Number: 1638, Episode Reward: -14.0, Running Mean: -12.963407698385568
Episode Number: 1639, Episode Reward: -13.0, Running Mean: -12.963773621401714
Episode Number: 1640, Episode Reward: -14.0, Running Mean: -12.974135885187698
Episode Number: 1641, Episode Reward: -9.0, Running Mean: -12.93439452633582
Episode Number: 1642, Episode Reward: -9.0, Running Mean: -12.895050581072462
Episode Number: 1643, Episode Reward: -10.0, Running Mean: -12.866100075261738
Episode Number: 1644, Episode Reward: -13.0, Running Mean: -12.867439074509122
Episode Number: 1645, Episode Reward: -8.0, Running Mean: -12.81876468376403
Episode Number: 1646, Episode Reward: -13.0, Running Mean: -12.820577036926391
Episode Number: 1647, Episode Reward: -13.0, Running Mean: -12.822371266557127
Episode Number: 1648, Episode Reward: -6.0, Running Mean: -12.754147553891556
Episode Number: 1649, Episode Reward: -12.0, Running Mean: -12.74660607835264
Episode Number: 1650, Episode Reward: -7.0, Running Mean: -12.689140017569114
Episode Number: 1651, Episode Reward: -11.0, Running Mean: -12.672248617393423
Episode Number: 1652, Episode Reward: -13.0, Running Mean: -12.67552613121949
Episode Number: 1653, Episode Reward: -11.0, Running Mean: -12.658770869907295
Episode Number: 1654, Episode Reward: -17.0, Running Mean: -12.702183161208222
Episode Number: 1655, Episode Reward: -15.0, Running Mean: -12.72516132959614
Episode Number: 1656, Episode Reward: -11.0, Running Mean: -12.707909716300179
Episode Number: 1657, Episode Reward: -17.0, Running Mean: -12.750830619137178
Episode Number: 1658, Episode Reward: -13.0, Running Mean: -12.753322312945807
Episode Number: 1659, Episode Reward: -15.0, Running Mean: -12.77578908981635
Episode Number: 1660, Episode Reward: -18.0, Running Mean: -12.828031198918186
Episode Number: 1661, Episode Reward: -9.0, Running Mean: -12.789750886929005
Episode Number: 1662, Episode Reward: -12.0, Running Mean: -12.781853378059713
Episode Number: 1663, Episode Reward: -7.0, Running Mean: -12.724034844279116
Episode Number: 1664, Episode Reward: -16.0, Running Mean: -12.756794495836324
Episode Number: 1665, Episode Reward: -15.0, Running Mean: -12.779226550877961
Episode Number: 1666, Episode Reward: -15.0, Running Mean: -12.801434285369183
Episode Number: 1667, Episode Reward: -13.0, Running Mean: -12.803419942515491
Episode Number: 1668, Episode Reward: -13.0, Running Mean: -12.805385743090337
Episode Number: 1669, Episode Reward: -11.0, Running Mean: -12.787331885659434
Episode Number: 1670, Episode Reward: -15.0, Running Mean: -12.80945856680284
Episode Number: 1671, Episode Reward: -15.0, Running Mean: -12.831363981134812
Episode Number: 1672, Episode Reward: -13.0, Running Mean: -12.833050341323466
Episode Number: 1673, Episode Reward: -18.0, Running Mean: -12.88471983791023
Episode Number: 1674, Episode Reward: -14.0, Running Mean: -12.89587263953113
Episode Number: 1675, Episode Reward: -11.0, Running Mean: -12.876913913135818
Episode Number: 1676, Episode Reward: -13.0, Running Mean: -12.87814477400446
Episode Number: 1677, Episode Reward: -19.0, Running Mean: -12.939363326264415
Episode Number: 1678, Episode Reward: -15.0, Running Mean: -12.95996969300177
Episode Number: 1679, Episode Reward: -12.0, Running Mean: -12.950369996071752
Episode Number: 1680, Episode Reward: -6.0, Running Mean: -12.880866296111034
Episode Number: 1681, Episode Reward: -17.0, Running Mean: -12.922057633149922
Episode Number: 1682, Episode Reward: -9.0, Running Mean: -12.882837056818422
Episode Number: 1683, Episode Reward: -14.0, Running Mean: -12.894008686250238
Episode Number: 1684, Episode Reward: -15.0, Running Mean: -12.915068599387736
Episode Number: 1685, Episode Reward: -1.0, Running Mean: -12.795917913393858
Episode Number: 1686, Episode Reward: -17.0, Running Mean: -12.837958734259919
Episode Number: 1687, Episode Reward: -14.0, Running Mean: -12.84957914691732
Episode Number: 1688, Episode Reward: -13.0, Running Mean: -12.851083355448147
Episode Number: 1689, Episode Reward: -13.0, Running Mean: -12.852572521893666
Episode Number: 1690, Episode Reward: -5.0, Running Mean: -12.77404679667473
Episode Number: 1691, Episode Reward: -17.0, Running Mean: -12.816306328707983
Episode Number: 1692, Episode Reward: -9.0, Running Mean: -12.778143265420903
Episode Number: 1693, Episode Reward: -17.0, Running Mean: -12.820361832766693
Episode Number: 1694, Episode Reward: -15.0, Running Mean: -12.842158214439026
Episode Number: 1695, Episode Reward: -10.0, Running Mean: -12.813736632294635
Episode Number: 1696, Episode Reward: -11.0, Running Mean: -12.795599265971688
Episode Number: 1697, Episode Reward: -15.0, Running Mean: -12.817643273311973
Episode Number: 1698, Episode Reward: -9.0, Running Mean: -12.779466840578852
Episode Number: 1699, Episode Reward: -9.0, Running Mean: -12.741672172173063
Episode Number: 1700, Episode Reward: -13.0, Running Mean: -12.744255450451332
Episode Number: 1701, Episode Reward: -9.0, Running Mean: -12.706812895946818
Episode Number: 1702, Episode Reward: -15.0, Running Mean: -12.72974476698735
Episode Number: 1703, Episode Reward: -7.0, Running Mean: -12.672447319317477
Episode Number: 1704, Episode Reward: -19.0, Running Mean: -12.735722846124302
Episode Number: 1705, Episode Reward: -13.0, Running Mean: -12.73836561766306
Episode Number: 1706, Episode Reward: -9.0, Running Mean: -12.700981961486429
Episode Number: 1707, Episode Reward: -12.0, Running Mean: -12.693972141871564
Episode Number: 1708, Episode Reward: -2.0, Running Mean: -12.587032420452848
Episode Number: 1709, Episode Reward: -9.0, Running Mean: -12.55116209624832
Episode Number: 1710, Episode Reward: -15.0, Running Mean: -12.575650475285837
Episode Number: 1711, Episode Reward: -14.0, Running Mean: -12.589893970532978
Episode Number: 1712, Episode Reward: -3.0, Running Mean: -12.493995030827648
Episode Number: 1713, Episode Reward: -9.0, Running Mean: -12.459055080519372
Episode Number: 1714, Episode Reward: -13.0, Running Mean: -12.46446452971418
Episode Number: 1715, Episode Reward: -13.0, Running Mean: -12.469819884417038
Episode Number: 1716, Episode Reward: -19.0, Running Mean: -12.535121685572868
Episode Number: 1717, Episode Reward: -9.0, Running Mean: -12.49977046871714
Episode Number: 1718, Episode Reward: -14.0, Running Mean: -12.514772764029969
Episode Number: 1719, Episode Reward: -8.0, Running Mean: -12.469625036389669
Episode Number: 1720, Episode Reward: -13.0, Running Mean: -12.474928786025773
Episode Number: 1721, Episode Reward: -9.0, Running Mean: -12.440179498165515
Episode Number: 1722, Episode Reward: -12.0, Running Mean: -12.43577770318386
Episode Number: 1723, Episode Reward: -9.0, Running Mean: -12.40141992615202
Episode Number: 1724, Episode Reward: -15.0, Running Mean: -12.4274057268905
Episode Number: 1725, Episode Reward: -15.0, Running Mean: -12.453131669621595
Episode Number: 1726, Episode Reward: -7.0, Running Mean: -12.39860035292538
Episode Number: 1727, Episode Reward: -13.0, Running Mean: -12.404614349396127
Episode Number: 1728, Episode Reward: -16.0, Running Mean: -12.440568205902165
Episode Number: 1729, Episode Reward: -19.0, Running Mean: -12.506162523843143
Episode Number: 1730, Episode Reward: -12.0, Running Mean: -12.50110089860471
Episode Number: 1731, Episode Reward: -14.0, Running Mean: -12.516089889618664
Episode Number: 1732, Episode Reward: -5.0, Running Mean: -12.440928990722478
Episode Number: 1733, Episode Reward: -12.0, Running Mean: -12.436519700815252
Episode Number: 1734, Episode Reward: -11.0, Running Mean: -12.422154503807098
Episode Number: 1735, Episode Reward: -9.0, Running Mean: -12.387932958769026
Episode Number: 1736, Episode Reward: -11.0, Running Mean: -12.374053629181335
Episode Number: 1737, Episode Reward: -12.0, Running Mean: -12.37031309288952
Episode Number: 1738, Episode Reward: -7.0, Running Mean: -12.316609961960625
Episode Number: 1739, Episode Reward: -12.0, Running Mean: -12.313443862341018
Episode Number: 1740, Episode Reward: -15.0, Running Mean: -12.340309423717608
Episode Number: 1741, Episode Reward: -9.0, Running Mean: -12.306906329480432
Episode Number: 1742, Episode Reward: -13.0, Running Mean: -12.313837266185628
Episode Number: 1743, Episode Reward: -18.0, Running Mean: -12.370698893523771
Episode Number: 1744, Episode Reward: -18.0, Running Mean: -12.426991904588533
Episode Number: 1745, Episode Reward: -16.0, Running Mean: -12.462721985542649
Episode Number: 1746, Episode Reward: -15.0, Running Mean: -12.488094765687222
Episode Number: 1747, Episode Reward: -15.0, Running Mean: -12.51321381803035
Episode Number: 1748, Episode Reward: -12.0, Running Mean: -12.508081679850045
Episode Number: 1749, Episode Reward: -17.0, Running Mean: -12.553000863051544
Episode Number: 1750, Episode Reward: -11.0, Running Mean: -12.537470854421027
Episode Number: 1751, Episode Reward: -14.0, Running Mean: -12.552096145876817
Episode Number: 1752, Episode Reward: -11.0, Running Mean: -12.536575184418048
Episode Number: 1753, Episode Reward: -9.0, Running Mean: -12.501209432573868
Episode Number: 1754, Episode Reward: -16.0, Running Mean: -12.53619733824813
Episode Number: 1755, Episode Reward: -4.0, Running Mean: -12.450835364865647
Episode Number: 1756, Episode Reward: -14.0, Running Mean: -12.466327011216991
Episode Number: 1757, Episode Reward: -15.0, Running Mean: -12.491663741104821
Episode Number: 1758, Episode Reward: -18.0, Running Mean: -12.546747103693772
Episode Number: 1759, Episode Reward: -8.0, Running Mean: -12.501279632656834
Episode Number: 1760, Episode Reward: -13.0, Running Mean: -12.506266836330266
Episode Number: 1761, Episode Reward: -9.0, Running Mean: -12.471204167966963
Episode Number: 1762, Episode Reward: -8.0, Running Mean: -12.426492126287293
Episode Number: 1763, Episode Reward: -8.0, Running Mean: -12.38222720502442
Episode Number: 1764, Episode Reward: -15.0, Running Mean: -12.408404932974177
Episode Number: 1765, Episode Reward: -11.0, Running Mean: -12.394320883644435
Episode Number: 1766, Episode Reward: -15.0, Running Mean: -12.420377674807991
Episode Number: 1767, Episode Reward: -15.0, Running Mean: -12.44617389805991
Episode Number: 1768, Episode Reward: -7.0, Running Mean: -12.391712159079312
Episode Number: 1769, Episode Reward: -12.0, Running Mean: -12.387795037488518
Episode Number: 1770, Episode Reward: -16.0, Running Mean: -12.423917087113633
Episode Number: 1771, Episode Reward: -10.0, Running Mean: -12.399677916242496
Episode Number: 1772, Episode Reward: -12.0, Running Mean: -12.39568113708007
Episode Number: 1773, Episode Reward: -17.0, Running Mean: -12.441724325709268
Episode Number: 1774, Episode Reward: -14.0, Running Mean: -12.457307082452177
Episode Number: 1775, Episode Reward: -14.0, Running Mean: -12.472734011627656
Episode Number: 1776, Episode Reward: -13.0, Running Mean: -12.47800667151138
Episode Number: 1777, Episode Reward: -15.0, Running Mean: -12.503226604796266
Episode Number: 1778, Episode Reward: -15.0, Running Mean: -12.528194338748303
Episode Number: 1779, Episode Reward: -15.0, Running Mean: -12.55291239536082
Episode Number: 1780, Episode Reward: -13.0, Running Mean: -12.557383271407213
Episode Number: 1781, Episode Reward: -15.0, Running Mean: -12.58180943869314
Episode Number: 1782, Episode Reward: -10.0, Running Mean: -12.555991344306209
Episode Number: 1783, Episode Reward: -17.0, Running Mean: -12.600431430863146
Episode Number: 1784, Episode Reward: -8.0, Running Mean: -12.554427116554514
Episode Number: 1785, Episode Reward: -13.0, Running Mean: -12.55888284538897
Episode Number: 1786, Episode Reward: -13.0, Running Mean: -12.563294016935082
Episode Number: 1787, Episode Reward: -8.0, Running Mean: -12.51766107676573
Episode Number: 1788, Episode Reward: -11.0, Running Mean: -12.502484465998073
Episode Number: 1789, Episode Reward: -14.0, Running Mean: -12.517459621338093
Episode Number: 1790, Episode Reward: -12.0, Running Mean: -12.512285025124712
Episode Number: 1791, Episode Reward: -10.0, Running Mean: -12.487162174873465
Episode Number: 1792, Episode Reward: -11.0, Running Mean: -12.47229055312473
Episode Number: 1793, Episode Reward: -15.0, Running Mean: -12.497567647593483
Episode Number: 1794, Episode Reward: -8.0, Running Mean: -12.452591971117547
Episode Number: 1795, Episode Reward: -12.0, Running Mean: -12.448066051406371
Episode Number: 1796, Episode Reward: -11.0, Running Mean: -12.433585390892308
Episode Number: 1797, Episode Reward: -9.0, Running Mean: -12.399249536983385
Episode Number: 1798, Episode Reward: -12.0, Running Mean: -12.39525704161355
Episode Number: 1799, Episode Reward: -12.0, Running Mean: -12.391304471197415
Episode Number: 1800, Episode Reward: -9.0, Running Mean: -12.35739142648544
Episode Number: 1801, Episode Reward: -13.0, Running Mean: -12.363817512220587
Episode Number: 1802, Episode Reward: -6.0, Running Mean: -12.300179337098381
Episode Number: 1803, Episode Reward: -15.0, Running Mean: -12.327177543727398
Episode Number: 1804, Episode Reward: -10.0, Running Mean: -12.303905768290123
Episode Number: 1805, Episode Reward: -6.0, Running Mean: -12.240866710607223
Episode Number: 1806, Episode Reward: -12.0, Running Mean: -12.23845804350115
Episode Number: 1807, Episode Reward: -15.0, Running Mean: -12.266073463066139
Episode Number: 1808, Episode Reward: -15.0, Running Mean: -12.293412728435477
Episode Number: 1809, Episode Reward: -14.0, Running Mean: -12.310478601151123
Episode Number: 1810, Episode Reward: -9.0, Running Mean: -12.277373815139612
Episode Number: 1811, Episode Reward: -10.0, Running Mean: -12.254600076988215
Episode Number: 1812, Episode Reward: -12.0, Running Mean: -12.252054076218332
Episode Number: 1813, Episode Reward: -13.0, Running Mean: -12.25953353545615
Episode Number: 1814, Episode Reward: -10.0, Running Mean: -12.236938200101587
Episode Number: 1815, Episode Reward: -9.0, Running Mean: -12.20456881810057
Episode Number: 1816, Episode Reward: -7.0, Running Mean: -12.152523129919565
Episode Number: 1817, Episode Reward: -15.0, Running Mean: -12.18099789862037
Episode Number: 1818, Episode Reward: -14.0, Running Mean: -12.199187919634168
Episode Number: 1819, Episode Reward: -13.0, Running Mean: -12.207196040437827
Episode Number: 1820, Episode Reward: -11.0, Running Mean: -12.195124080033448
Episode Number: 1821, Episode Reward: -10.0, Running Mean: -12.173172839233112
Episode Number: 1822, Episode Reward: -17.0, Running Mean: -12.22144111084078
Episode Number: 1823, Episode Reward: -12.0, Running Mean: -12.219226699732372
Episode Number: 1824, Episode Reward: -8.0, Running Mean: -12.177034432735049
Episode Number: 1825, Episode Reward: -12.0, Running Mean: -12.175264088407697
Episode Number: 1826, Episode Reward: -10.0, Running Mean: -12.15351144752362
Episode Number: 1827, Episode Reward: -14.0, Running Mean: -12.171976333048384
Episode Number: 1828, Episode Reward: -7.0, Running Mean: -12.1202565697179
Episode Number: 1829, Episode Reward: -18.0, Running Mean: -12.179054004020722
Episode Number: 1830, Episode Reward: -11.0, Running Mean: -12.167263463980515
Episode Number: 1831, Episode Reward: -15.0, Running Mean: -12.19559082934071
Episode Number: 1832, Episode Reward: -6.0, Running Mean: -12.133634921047303
Episode Number: 1833, Episode Reward: -12.0, Running Mean: -12.132298571836829
Episode Number: 1834, Episode Reward: -7.0, Running Mean: -12.080975586118461
Episode Number: 1835, Episode Reward: -10.0, Running Mean: -12.060165830257276
Episode Number: 1836, Episode Reward: -3.0, Running Mean: -11.969564171954703
Episode Number: 1837, Episode Reward: -15.0, Running Mean: -11.999868530235156
Episode Number: 1838, Episode Reward: -17.0, Running Mean: -12.049869844932804
Episode Number: 1839, Episode Reward: -10.0, Running Mean: -12.029371146483475
Episode Number: 1840, Episode Reward: -13.0, Running Mean: -12.03907743501864
Episode Number: 1841, Episode Reward: -14.0, Running Mean: -12.058686660668455
Episode Number: 1842, Episode Reward: -15.0, Running Mean: -12.08809979406177
Episode Number: 1843, Episode Reward: -11.0, Running Mean: -12.077218796121151
Episode Number: 1844, Episode Reward: 4.0, Running Mean: -11.91644660815994
Episode Number: 1845, Episode Reward: -12.0, Running Mean: -11.91728214207834
Episode Number: 1846, Episode Reward: -9.0, Running Mean: -11.888109320657557
Episode Number: 1847, Episode Reward: -15.0, Running Mean: -11.919228227450983
Episode Number: 1848, Episode Reward: -18.0, Running Mean: -11.980035945176473
Episode Number: 1849, Episode Reward: -11.0, Running Mean: -11.970235585724708
Episode Number: 1850, Episode Reward: -13.0, Running Mean: -11.980533229867461
Episode Number: 1851, Episode Reward: -13.0, Running Mean: -11.990727897568787
Episode Number: 1852, Episode Reward: -15.0, Running Mean: -12.020820618593099
Episode Number: 1853, Episode Reward: -14.0, Running Mean: -12.04061241240717
Episode Number: 1854, Episode Reward: -15.0, Running Mean: -12.070206288283098
Episode Number: 1855, Episode Reward: -13.0, Running Mean: -12.079504225400267
Episode Number: 1856, Episode Reward: -17.0, Running Mean: -12.128709183146265
Episode Number: 1857, Episode Reward: -13.0, Running Mean: -12.137422091314804
Episode Number: 1858, Episode Reward: -13.0, Running Mean: -12.146047870401656
Episode Number: 1859, Episode Reward: -9.0, Running Mean: -12.11458739169764
Episode Number: 1860, Episode Reward: -14.0, Running Mean: -12.133441517780664
Episode Number: 1861, Episode Reward: -15.0, Running Mean: -12.162107102602858
Episode Number: 1862, Episode Reward: -14.0, Running Mean: -12.18048603157683
Episode Number: 1863, Episode Reward: -14.0, Running Mean: -12.198681171261063
Episode Number: 1864, Episode Reward: -15.0, Running Mean: -12.226694359548452
Episode Number: 1865, Episode Reward: -14.0, Running Mean: -12.244427415952968
Episode Number: 1866, Episode Reward: -13.0, Running Mean: -12.251983141793438
Episode Number: 1867, Episode Reward: -17.0, Running Mean: -12.299463310375504
Episode Number: 1868, Episode Reward: -12.0, Running Mean: -12.296468677271749
Episode Number: 1869, Episode Reward: -6.0, Running Mean: -12.233503990499031
Episode Number: 1870, Episode Reward: -7.0, Running Mean: -12.18116895059404
Episode Number: 1871, Episode Reward: -13.0, Running Mean: -12.1893572610881
Episode Number: 1872, Episode Reward: -8.0, Running Mean: -12.147463688477218
Episode Number: 1873, Episode Reward: -10.0, Running Mean: -12.125989051592446
Episode Number: 1874, Episode Reward: -12.0, Running Mean: -12.124729161076521
Episode Number: 1875, Episode Reward: -11.0, Running Mean: -12.113481869465755
Episode Number: 1876, Episode Reward: -11.0, Running Mean: -12.102347050771096
Episode Number: 1877, Episode Reward: -12.0, Running Mean: -12.101323580263385
Episode Number: 1878, Episode Reward: -17.0, Running Mean: -12.15031034446075
Episode Number: 1879, Episode Reward: -15.0, Running Mean: -12.178807241016143
Episode Number: 1880, Episode Reward: -11.0, Running Mean: -12.16701916860598
Episode Number: 1881, Episode Reward: -13.0, Running Mean: -12.17534897691992
Episode Number: 1882, Episode Reward: -15.0, Running Mean: -12.203595487150722
Episode Number: 1883, Episode Reward: -8.0, Running Mean: -12.161559532279215
Episode Number: 1884, Episode Reward: -8.0, Running Mean: -12.119943936956423
Episode Number: 1885, Episode Reward: -16.0, Running Mean: -12.15874449758686
Episode Number: 1886, Episode Reward: -12.0, Running Mean: -12.15715705261099
Episode Number: 1887, Episode Reward: -19.0, Running Mean: -12.22558548208488
Episode Number: 1888, Episode Reward: -15.0, Running Mean: -12.25332962726403
Episode Number: 1889, Episode Reward: -11.0, Running Mean: -12.240796330991389
Episode Number: 1890, Episode Reward: -13.0, Running Mean: -12.248388367681475
Episode Number: 1891, Episode Reward: -15.0, Running Mean: -12.275904484004661
Episode Number: 1892, Episode Reward: -8.0, Running Mean: -12.233145439164614
Episode Number: 1893, Episode Reward: -17.0, Running Mean: -12.280813984772967
Episode Number: 1894, Episode Reward: -6.0, Running Mean: -12.218005844925239
Episode Number: 1895, Episode Reward: -16.0, Running Mean: -12.255825786475986
Episode Number: 1896, Episode Reward: -17.0, Running Mean: -12.303267528611226
Episode Number: 1897, Episode Reward: -9.0, Running Mean: -12.270234853325114
Episode Number: 1898, Episode Reward: -13.0, Running Mean: -12.277532504791864
Episode Number: 1899, Episode Reward: -10.0, Running Mean: -12.254757179743946
Episode Number: 1900, Episode Reward: -13.0, Running Mean: -12.262209607946508
Episode Number: 1901, Episode Reward: -19.0, Running Mean: -12.329587511867041
Episode Number: 1902, Episode Reward: -14.0, Running Mean: -12.346291636748372
Episode Number: 1903, Episode Reward: -10.0, Running Mean: -12.322828720380889
Episode Number: 1904, Episode Reward: -14.0, Running Mean: -12.33960043317708
Episode Number: 1905, Episode Reward: -11.0, Running Mean: -12.32620442884531
Episode Number: 1906, Episode Reward: -5.0, Running Mean: -12.252942384556858
Episode Number: 1907, Episode Reward: -10.0, Running Mean: -12.23041296071129
Episode Number: 1908, Episode Reward: -19.0, Running Mean: -12.298108831104177
Episode Number: 1909, Episode Reward: -9.0, Running Mean: -12.265127742793135
Episode Number: 1910, Episode Reward: -13.0, Running Mean: -12.272476465365205
